consentimento,TI01[SQ001],TI01[SQ002],TI01[SQ004],TI01[SQ003],TI01[SQ005],TI01[SQ006],TI01[SQ007],TI01[SQ008],TI02[SQ001],TI02[SQ002],TI02[SQ003],TI02[SQ004],TI02[SQ005],TI02[SQ006],TI02[SQ007],TI02[SQ008],TI02[SQ009],hab2,hab3,hab4,HAB01[SQ001],HAB01[SQ002],HAB01[SQ003],HAB01[SQ004],HAB01[SQ005],HAB01[SQ006],HAB01[SQ007],HAB01[SQ008],hab5[SQ007],hab5[SQ008],hab5[SQ002],hab5[SQ001],hab5[SQ003],hab5[SQ004],hab5[SQ005],hab5[SQ006],hab6[SQ001],hab6[SQ002],hab6[SQ003],hab6[SQ004],hab7[SQ001],hab7[SQ002],hab7[SQ003],hab7[SQ004],octs1,octs2,octs3,octs4[SQ001],octs4[SQ002],octs4[SQ003],octs4[SQ004],octs5[SQ001],octs5[SQ002],octs5[SQ003],octs5[SQ004],octs5[SQ005],octs6[SQ001],octs6[SQ002],octs6[SQ003],octs6[SQ004],octs6[SQ005],octs6[SQ006],odc2,odc4[SQ001],odc4[SQ002],odc4[SQ003],odc4[SQ004],odc4[SQ005],odc4[SQ006],odc4[SQ007],odc4[SQ008],odc4[SQ009],odc1[SQ001],odc1[SQ002],odc1[SQ003],odc1[SQ004],odc1[SQ005],odc1[SQ006],odc1[SQ007],odc3[SQ001],odc3[SQ002],odc3[SQ003],odc3[SQ004],odc3[SQ005],odc3[SQ006],odc3[SQ007],odc3[SQ008],odc3[SQ009],adc2,adc8,adc4,adc5,adc07,adc1[SQ001],adc1[SQ002],adc1[SQ003],adc1[SQ004],adc1[SQ005],adc1[SQ006],adc1[SQ007],adc1[SQ008],adc1[SQ009],adc1[SQ010],adc1[SQ011],adc1[SQ012],adc1[SQ013],adc1[SQ014],adc1[SQ015],adc3[SQ001],adc3[SQ002],adc3[SQ003],adc3[SQ004],adc6[SQ001],adc6[SQ002],adc6[SQ003],MO01[SQ001],MO01[SQ002],MO01[SQ003],MO01[SQ004],MO01[SQ005],MO01[SQ006],MO01[SQ007],MO01[SQ008],MO01[SQ009],MO01[SQ010],MO01[SQ011],MO01[SQ012],MO01[SQ013],MO02[SQ001],MO02[SQ002],MO02[SQ003],MO02[SQ004],MO02[SQ005],MO02[SQ006],MO02[SQ007],MO02[SQ008],MO02[SQ009],MO02[SQ010],MO02[SQ011],MO02[SQ012],MO03[SQ001],MO03[SQ002],MO03[SQ003],MO03[SQ004],MO03[SQ005],MO03[SQ006],MO03[SQ007],MO03[SQ008],MO05,MO07,MO04[SQ001],MO04[SQ002],MO04[SQ003],MO04[SQ004],MO06[SQ001],MO06[SQ002],MO06[SQ003],MO06[SQ004],VAL01[SQ001],VAL01[SQ002],VAL01[SQ003],VAL01[SQ004],VAL01[SQ005],VAL01[SQ006],VAL01[SQ007],VAL01[SQ008],VAL01[SQ009],VAL01[SQ010],VAL02[SQ001],VAL02[SQ002],VAL02[SQ003],VAL02[SQ004],VAL02[SQ005],CE02,CE03,CE04,CE05,CE06,CE10,CE07,CE08,CE11,CE13,CE14
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Interessado,Pouco Interessado,Muito Interessado,Interessado,Interessado,Pouco Interessado,Não,Não,Sim,Sim,Sim,Sim,,Sim,Não,twitter,Insuficiente,Positivas,Às vezes,Raramente,Às vezes,Às vezes,Frequentemente,Frequentemente,Frequentemente,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Irrelevante para a ciência,Muito prejudicial,Um pouco prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Discordo totalmente,Preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Importante,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,,Concordo totalmente,Concordo totalmente,Discordo em parte,Não sei,Concordo em parte,Concordo em parte,Importante,Importante,Importante,Muito importante,Muito importante,Muito importante,Importante,Importante,Importante,Em geral sim,Sobre temas controversos de interesse público nos quais você tem alguma expertise.,0,0,Não,1 vez,1 vez,1 vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Muito importante,Pouco importante,Muito importante,Não sei,Raramente,Raramente,Raramente,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Concordo parcialmente,Não,Não conheço,Não conheço,Não conheço,Não conheço,Conheço mas não participei,Participei como docente,Conheço mas não participei,Não conheço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Ensino Fundamental,Branca,Não tenho religião,,ciência básica,De esquerda,2,Ciências Biológicas,Sudeste,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Nada Interessado,Interessado,Nada Interessado,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Podcast de ciências; p. ex 20000 léguas,Insuficiente,Negativas,Frequentemente,Às vezes,Frequentemente,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Um pouco prejudicial,Muito prejudicial,Prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,8.0,10.0,10.0,8.0,8.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Discordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo em parte,Concordo em parte,Concordo totalmente,Discordo em parte,Concordo em parte,Muito preocupado,Muito preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Importante,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Discordo totalmente,Concordo em parte,Concordo em parte,Discordo em parte,Discordo em parte,Discordo totalmente,Concordo totalmente,Importante,Muito importante,Importante,Um pouco importante,Importante,Um pouco importante,Um pouco importante,Importante,Importante,Frequentemente,Sobre temas controversos de interesse público nos quais você tem alguma expertise.,5,4,Não,2 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,2 vezes,4 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,Muito importante,Nada importante,Pouco importante,Pouco importante,Raramente,Frequentemente,Não se aplica a mim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Discordo parcialmente,Sim,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Conheço mas não participei,Conheço mas não participei,Participei como docente,Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Ensino Médio,Branca,Não tenho religião,,ciência básica,De esquerda,1D,Ciências Biológicas,Sul,34
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Muito Interessado,Interessado,Interessado,Muito Interessado,Interessado,Pouco Interessado,Sim,Sim,Não sei,Sim,Não,Sim,Não,Sim,Não,Documentários da History Channel,Nulo,Negativas,Às vezes,Raramente,Às vezes,Frequentemente,Raramente,Frequentemente,Às vezes,Às vezes,Muito prejudicial,Prejudicial,Muito prejudicial,Um pouco prejudicial,Muito prejudicial,Prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Discordo em partes,Concordo totalmente,Concordo totalmente,Discordo em partes,Concordo totalmente,Discordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Preocupado,Preocupado,Preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Importante,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Concordo em parte,Concordo totalmente,Concordo em parte,Discordo totalmente,Discordo em parte,Concordo em parte,Discordo totalmente,Importante,Muito importante,Importante,Muito importante,Muito importante,Muito importante,Importante,Muito importante,Importante,Em geral sim,Sobre os resultados de sua pesquisa,2,2,Não,2 vezes,Nenhuma vez,Nenhuma vez,1 vez,,,,,2 vezes,3 vezes,1 vez,,,,,Muito importante,Importante,Muito importante,Muito importante,Raramente,Frequentemente,Nunca,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Concordo parcialmente,,Participei como docente,Participei como docente,Participei como docente,Participei como docente,,Participei como docente,,Participei como docente,"Pertenço, mas não frequento muito",Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito","Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Ensino Médio,Branca,Cristã católica ,Pouco importante,tanto ciência básica como aplicada,De centro,2,Ciências Exatas e da Terra,Nordeste,9
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Pouco Interessado,Interessado,Nada Interessado,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Revista FAPESP,Insuficiente,Positivas,Frequentemente,Nunca,Às vezes,Raramente,Raramente,Às vezes,Raramente,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Prejudicial,Muito prejudicial,Muito prejudicial,,,,,9.0,10.0,8.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Importante,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,Concordo totalmente,Importante,Muito importante,Importante,Importante,Importante,Muito importante,Importante,Importante,Um pouco importante,"Em geral, não",Sobre temas controversos de interesse público nos quais você tem alguma expertise.,0,0,,Nenhuma vez,1 vez,Nenhuma vez,4 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Nada importante,Nada importante,Nada importante,Nada importante,Não se aplica a mim,Não se aplica a mim,Não se aplica a mim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,,,,,,,Participei como docente,Conheço mas não participei,Conheço mas não participei,Participei como docente,Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, e não faria de jeito nenhum","Sim, já fiz","Não fiz, mas poderia fazer","Sim, já fiz",Masculino,Ensino Fundamental Incompleto,Branca,Não tenho religião,,ciência básica,De centro,2,Ciências Exatas e da Terra,Sudeste,40
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Interessado,Pouco Interessado,Muito Interessado,Nada Interessado,Interessado,Nada Interessado,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,,Insuficiente,,Às vezes,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Nunca,Um pouco prejudicial,Um pouco prejudicial,Prejudicial,Prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,9.0,9.0,7.0,8.0,9.0,10.0,9.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo em parte,Discordo em parte,Concordo em parte,Discordo em parte,Concordo em parte,Nada preocupado,Nada preocupado,Preocupado,Muito preocupado,Muito preocupado,Preocupado,Importante,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Concordo em parte,Concordo em parte,Concordo totalmente,Discordo em parte,Discordo em parte,Discordo em parte,Discordo em parte,Muito importante,Muito importante,Importante,Importante,Muito importante,Muito importante,Um pouco importante,Um pouco importante,Um pouco importante,"Em geral, não","Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",,,Não,1 vez,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Nada importante,Nada importante,Nada importante,Nada importante,Não se aplica a mim,Não se aplica a mim,Não se aplica a mim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Concordo parcialmente,Não,Não conheço,Não conheço,Não conheço,Não conheço,Participei como docente,Não conheço,Não conheço,Não conheço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer",Masculino,Ensino Superior,Branca,Religiões Orientais ,Pouco importante,ciência básica,De esquerda,2,Ciências Exatas e da Terra,Sudeste,5
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Muito Interessado,Interessado,Interessado,Muito Interessado,Pouco Interessado,Interessado,Pouco Interessado,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Revista Fapesp; science direct ,Insuficiente,Negativas,Frequentemente,Frequentemente,Às vezes,Às vezes,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Prejudicial,Prejudicial,Muito prejudicial,Prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Nenhum risco,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Nada preocupado,Nada preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito importante,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,,Sobre os resultados de sua pesquisa,3x,3x,,2 vezes,2 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,1 vez,2 vezes,Nenhuma vez,1 vez,Nenhuma vez,1 vez,2 vezes,mais de 5 vezes,,,,,Raramente,Raramente,Frequentemente,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Concordo parcialmente,,Não conheço,Não conheço,Não conheço,Não conheço,Não conheço,Não conheço,Não conheço,Participei como docente,Pertenço e frequento,Pertenço e frequento,Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, e não faria de jeito nenhum","Sim, já fiz","Sim, já fiz","Não fiz, mas poderia fazer",,Ensino Fundamental Incompleto,Branca,Cristã católica ,Muito importante,ciência básica,De esquerda,2,Ciências Biológicas,Sudeste,10
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Pouco Interessado,Muito Interessado,Muito Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Nada Interessado,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediário,Muitos benefícios,Poucos riscos,Discordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Concordo totalmente,Nada preocupado,Muito preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Concordo em parte,Concordo totalmente,Concordo totalmente,Discordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Muito importante,Muito importante,Importante,Importante,Importante,Muito importante,Muito importante,Muito importante,Importante,"Em geral, não",Sobre temas controversos de interesse público nos quais você tem alguma expertise.,3,2,,Nenhuma vez,3 vezes,1 vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,2 vezes,1 vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Importante,Não sei,Pouco importante,Não sei,Raramente,Raramente,Não se aplica a mim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Concordo parcialmente,Sim,Participei como aluno,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Participei como docente,Conheço mas não participei,Conheço mas não participei,Não pertenço,"Pertenço, mas não frequento muito","Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Sim, já fiz","Não fiz, mas poderia fazer",Masculino,Ensino Fundamental Incompleto,Branca,,,tanto ciência básica como aplicada,De centro,1A,Ciências Biológicas,Sudeste,45
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Interessado,Interessado,Muito Interessado,Interessado,Pouco Interessado,Interessado,Pouco Interessado,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,CIÊNCIA HOJE; NATURE;REVISTA MANA; CADERNOS PAGU; REVISTA BRASILEIRA DE CIÊNCIAS SOCIAIS; REVISTA DE ANTROPOLOGIA; REVISTA DA FAPESP,Insuficiente,Negativas,Frequentemente,Às vezes,Frequentemente,Às vezes,Frequentemente,Às vezes,Frequentemente,Frequentemente,Muito prejudicial,Muito prejudicial,Muito prejudicial,Não causa prejuízos,Muito prejudicial,Não causa prejuízos,Muito prejudicial,Muito prejudicial,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Extremamente preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo totalmente,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Importante,Muito importante,Muito importante,Raramente,"Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",QUATRO VEZES,DUAS VEZES,Não,2 vezes,Nenhuma vez,Nenhuma vez,5 vezes,Nenhuma vez,2 vezes,5 vezes,1 vez,1 vez,5 vezes,1 vez,2 vezes,Nenhuma vez,mais de 5 vezes,Nenhuma vez,Muito importante,Muito importante,Importante,Muito importante,Frequentemente,Frequentemente,Não se aplica a mim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Concordo totalmente,Não,Não conheço,Não conheço,Não conheço,Não conheço,Não conheço,Não conheço,Não conheço,Não conheço,Não pertenço,Não pertenço,Pertenço e frequento,Pertenço e frequento,Não pertenço,"Pertenço, mas não frequento muito",Pertenço e frequento,Pertenço e frequento,Não pertenço,Não pertenço,"Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz",Feminino,Ensino Fundamental,Branca,Ateu ou agnóstico,Pouco importante,tanto ciência básica como aplicada,De esquerda,1C,Ciências Humanas,Sudeste,35 ANOS
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Interessado,Interessado,Interessado,Interessado,Interessado,Pouco Interessado,Não,Não,Não,Não,Não,Não,Sim,Não,Não,revista FAPESP; boletim da FAPERJ; boletim da FAPESP; MIT Technology Review,Insuficiente,Positivas,Frequentemente,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Prejudicial,Prejudicial,Prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo em parte,Discordo em parte,Discordo em parte,Discordo totalmente,Concordo em parte,Nada preocupado,Preocupado,Preocupado,Preocupado,Preocupado,Muito preocupado,Muito importante,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Concordo totalmente,Concordo em parte,Concordo em parte,Discordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Muito importante,Muito importante,Importante,Muito importante,Muito importante,Importante,Muito importante,Muito importante,Importante,Raramente,"Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",0,0,Sim,Nenhuma vez,1 vez,Nenhuma vez,mais de 5 vezes,Nenhuma vez,1 vez,2 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Muito importante,Muito importante,Pouco importante,Nada importante,Raramente,Nunca,Nunca,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Concordo totalmente,Não,Participei como docente,,Conheço mas não participei,Participei como docente,Participei como docente,Participei como docente,Conheço mas não participei,Participei como docente,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Ensino Médio,Amarela,Não tenho religião,,ciência aplicada,De centro,1A,Engenharias,Sudeste,10 
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,"ciência e astronomia, nerdologia, Ciência Todo Dia, Space Today",Insuficiente,Positivas,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Um pouco prejudicial,Um pouco prejudicial,Muito prejudicial,Um pouco prejudicial,Muito prejudicial,Muito prejudicial,Não causa prejuízos,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,,Não,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,,,,,,,,,"Em geral, não",Sobre os resultados de sua pesquisa,nunca,nada a declarar,Não,1 vez,1 vez,1 vez,1 vez,Nenhuma vez,1 vez,1 vez,mais de 5 vezes,mais de 5 vezes,1 vez,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,Muito importante,Muito importante,Pouco importante,Pouco importante,Nunca,Nunca,Nunca,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,,Sim,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Pertenço e frequento,Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, e não faria de jeito nenhum","Não fiz, e não faria de jeito nenhum","Não fiz, e não faria de jeito nenhum","Não fiz, e não faria de jeito nenhum",Masculino,Ensino Fundamental,Branca,Espírita ,Muito importante,ciência básica,De esquerda,1D,Engenharias,Sudeste,13 anos
